Пассив 1. Passiv 1.;;2;null;;;Пассив 1. Passiv 1.;;2
Он не хотел раскрывать свой секрет.;;;Er wollte sein Geheimnis nicht preisgeben.;;;Он не хотел раскрывать свой секрет.;;
Компания раскрыла конфиденциальную информацию.;;;Die Firma hat vertrauliche Informationen preisgegeben.;;;Компания раскрыла конфиденциальную информацию.;;
Она отказалась от своей частной жизни.;;;Sie hat ihre Privatsphäre preisgegeben.;;;Она отказалась от своей частной жизни.;;
Министр вручил победителю медаль.;;;Der Minister übergab dem Sieger die Medaille.;;;Министр вручил победителю медаль.;;
Она передала мне ответственность.;;;Sie hat mir die Verantwortung übergeben.;;;Она передала мне ответственность.;;
Ему было так плохо, что его вырвало.;;;Ihm war so übel, dass er sich übergeben musste.;;;Ему было так плохо, что его вырвало.;;
Ребёнка вырвало от волнения.;;;Das Kind hat sich vor Aufregung übergeben.;;;Ребёнка вырвало от волнения.;;
Дом окружён садом.;;;Das Haus ist von einem Garten umgeben.;;;Дом окружён садом.;;
Она окружила себя хорошими друзьями.;;;Sie umgab sich mit guten Freunden.;;;Она окружила себя хорошими друзьями.;;
Город окружён горами.;;;Die Stadt ist von Bergen umgeben.;;;Город окружён горами.;;
Я простил ему его ошибки.;;;Ich habe ihm seine Fehler vergeben.;;;Я простил ему его ошибки.;;
Можешь ли ты меня простить?;;;Kannst du mir vergeben?;;;Можешь ли ты меня простить?;;
Места уже были распределены.;;;Die Stellen wurden bereits vergeben.;;;Места уже были распределены.;;
Она распределила роли в спектакле.;;;Sie vergab die Rollen in dem Theaterstück.;;;Она распределила роли в спектакле.;;
Он делает вид, что богат.;;;Er gibt vor, reich zu sein.;;;Он делает вид, что богат.;;
Она притворилась, что ничего об этом не знает.;;;Sie gab vor, nichts davon zu wissen.;;;Она притворилась, что ничего об этом не знает.;;
Тренер определяет стратегию.;;;Der Trainer gibt die Strategie vor.;;;Тренер определяет стратегию.;;
Пожалуйста, передай эту информацию своим коллегам.;;;Bitte gib diese Information an deine Kollegen weiter.;;;Пожалуйста, передай эту информацию своим коллегам.;;
Традиция передавалась из поколения в поколение.;;;Die Tradition wurde von Generation zu Generation weitergegeben.;;;Традиция передавалась из поколения в поколение.;;
Он передал подарок дальше.;;;Er hat das Geschenk weitergegeben.;;;Он передал подарок дальше.;;
CD-плеер превосходно воспроизводит музыку.;;;Der CD-Player gibt die Musik perfekt wieder.;;;CD-плеер превосходно воспроизводит музыку.;;
Можешь ли ты точно передать его слова?;;;Kannst du seine Worte genau wiedergeben?;;;Можешь ли ты точно передать его слова?;;
Фильм хорошо передаёт атмосферу книги.;;;Der Film gibt die Atmosphäre des Buches gut wieder.;;;Фильм хорошо передаёт атмосферу книги.;;
Он должен был признать, что совершил ошибку.;;;Er musste zugeben, dass er einen Fehler gemacht hat.;;;Он должен был признать, что совершил ошибку.;;
Она призналась, что солгала.;;;Sie gab zu, gelogen zu haben.;;;Она призналась, что солгала.;;
Добавь немного соли в суп.;;;Gib etwas Salz zu der Suppe zu.;;;Добавь немного соли в суп.;;
Медленно добавлять сахар и помешивать.;;;Zucker langsam zugeben und rühren.;;;Медленно добавлять сахар и помешивать.;;
Священник обвенчал пару.;;;Der Pfarrer hat das Paar zusammengegeben.;;;Священник обвенчал пару.;;
Мы объединяем наши ресурсы.;;;Wir geben unsere Ressourcen zusammen.;;;Мы объединяем наши ресурсы.;;
Wortfamilie GEBEN Nomen;;0;null;;;Wortfamilie GEBEN Nomen;;0
Он щедрый даритель.;;;Er ist ein großzügiger Geber.;;;Он щедрый даритель.;;
Мы всё ещё ищем доноров крови.;;;Wir suchen noch Blutgeber.;;;Мы всё ещё ищем доноров крови.;;
Это сложная задача.;;;Das ist eine schwierige Aufgabe.;;;Это сложная задача.;;
Она выполнила свою задачу.;;;Sie hat ihre Aufgabe erfüllt.;;;Она выполнила свою задачу.;;
Сдача города была неизбежна.;;;Die Aufgabe der Stadt war unvermeidbar.;;;Сдача города была неизбежна.;;
Он сожалеет об отказе от своего бизнеса.;;;Er bereut die Aufgabe seines Geschäfts.;;;Он сожалеет об отказе от своего бизнеса.;;
Сдача налоговой декларации до конца марта.;;;Die Abgabe der Steuererklärung ist bis Ende März.;;;Сдача налоговой декларации до конца марта.;;
Налоги были повышены.;;;Die Abgaben wurden erhöht.;;;Налоги были повышены.;;
Ей пришлось платить высокие налоги.;;;Sie musste hohe Abgaben zahlen.;;;Ей пришлось платить высокие налоги.;;
Согласно его утверждениям, он был дома.;;;Laut seinen Angaben war er zu Hause.;;;Согласно его утверждениям, он был дома.;;
Пожалуйста, заполните все данные.;;;Bitte füllen Sie alle Angaben aus.;;;Пожалуйста, заполните все данные.;;
Эти данные неполные.;;;Diese Angaben sind unvollständig.;;;Эти данные неполные.;;
Наши ежемесячные расходы слишком высоки.;;;Unsere monatlichen Ausgaben sind zu hoch.;;;Наши ежемесячные расходы слишком высоки.;;
Контролируйте свои расходы.;;;Kontrollieren Sie Ihre Ausgaben.;;;Контролируйте свои расходы.;;
Вышел новый выпуск журнала.;;;Die neue Ausgabe der Zeitschrift ist erschienen.;;;Вышел новый выпуск журнала.;;
У него ограниченное издание книги.;;;Er hat eine limitierte Ausgabe des Buches.;;;У него ограниченное издание книги.;;
Ввод данных занимает много времени.;;;Die Eingabe der Daten dauert lange.;;;Ввод данных занимает много времени.;;
Пожалуйста, проверьте ваш ввод.;;;Bitte überprüfen Sie Ihre Eingabe.;;;Пожалуйста, проверьте ваш ввод.;;
Он подал заявление в суд.;;;Er hat eine Eingabe bei Gericht gemacht.;;;Он подал заявление в суд.;;
Запрос был отклонён.;;;Die Eingabe wurde abgelehnt.;;;Запрос был отклонён.;;
Результат экзамена был хорошим.;;;Das Ergebnis der Prüfung war gut.;;;Результат экзамена был хорошим.;;
Мы ждём результатов исследования.;;;Wir warten auf die Ergebnisse der Untersuchung.;;;Мы ждём результатов исследования.;;
Окончательный результат ещё не известен.;;;Das Endergebnis steht noch aus.;;;Окончательный результат ещё не известен.;;
Она работает с большой самоотдачей.;;;Sie arbeitet mit großer Hingabe.;;;Она работает с большой самоотдачей.;;
Его преданность музыке восхитительна.;;;Seine Hingabe zur Musik ist bewundernswert.;;;Его преданность музыке восхитительна.;;
С преданностью он посвящает себя своим детям.;;;Mit Hingabe widmet er sich seinen Kindern.;;;С преданностью он посвящает себя своим детям.;;
Окрестности отеля очень красивые.;;;Die Umgebung des Hotels ist sehr schön.;;;Окрестности отеля очень красивые.;;
В этой обстановке я чувствую себя комфортно.;;;In dieser Umgebung fühle ich mich wohl.;;;В этой обстановке я чувствую себя комфортно.;;
Природное окружение должно быть защищено.;;;Die natürliche Umgebung muss geschützt werden.;;;Природное окружение должно быть защищено.;;
Вручение подарка состоится завтра.;;;Die Übergabe des Geschenks findet morgen statt.;;;Вручение подарка состоится завтра.;;
При передаче дома возникли проблемы.;;;Bei der Übergabe des Hauses gab es Probleme.;;;При передаче дома возникли проблемы.;;
Передача власти прошла мирно.;;;Die Übergabe der Macht verlief friedlich.;;;Передача власти прошла мирно.;;
Распределение заказов произойдёт на следующей неделе.;;;Die Vergabe der Aufträge erfolgt nächste Woche.;;;Распределение заказов произойдёт на следующей неделе.;;
При выдаче призов произошла ошибка.;;;Bei der Vergabe der Preise gab es einen Fehler.;;;При выдаче призов произошла ошибка.;;
Выдача кредитов была ограничена.;;;Die Vergabe von Krediten wurde eingeschränkt.;;;Выдача кредитов была ограничена.;;
Он работает по указаниям босса.;;;Er arbeitet nach den Vorgaben des Chefs.;;;Он работает по указаниям босса.;;
Требования строгие.;;;Die Vorgaben sind streng.;;;Требования строгие.;;
Она выполнила все установки.;;;Sie hat alle Vorgaben erfüllt.;;;Она выполнила все установки.;;
Воспроизведение музыки превосходное.;;;Die Wiedergabe der Musik ist exzellent.;;;Воспроизведение музыки превосходное.;;
Точная передача его слов затруднительна.;;;Eine genaue Wiedergabe seiner Worte ist schwierig.;;;Точная передача его слов затруднительна.;;
Воспроизведение начинается автоматически.;;;Die Wiedergabe startet automatisch.;;;Воспроизведение начинается автоматически.;;
Добавление соли улучшает вкус.;;;Die Zugabe von Salz verbessert den Geschmack.;;;Добавление соли улучшает вкус.;;
Небольшое добавление не повредит.;;;Eine kleine Zugabe würde nicht schaden.;;;Небольшое добавление не повредит.;;
Публика требовала бис.;;;Das Publikum forderte eine Zugabe.;;;Публика требовала бис.;;
Группа исполнила два биса.;;;Die Band spielte zwei Zugaben.;;;Группа исполнила два биса.;;
Бог — милостивый прощающий грехи.;;;Gott ist ein gnädiger Vergeber der Sünden.;;;Бог — милостивый прощающий грехи.;;
Он распределяет заказы в компании.;;;Er ist der Vergeber von Aufträgen in der Firma.;;;Он распределяет заказы в компании.;;
Его уступчивостью часто пользуются.;;;Seine Nachgiebigkeit wird oft ausgenutzt.;;;Его уступчивостью часто пользуются.;;
Слишком большая уступчивость не всегда хороша.;;;Zu viel Nachgiebigkeit ist nicht immer gut.;;;Слишком большая уступчивость не всегда хороша.;;
Его щедрость не знает границ.;;;Seine Freigebigkeit kennt keine Grenzen.;;;Его щедрость не знает границ.;;
Мы восхищаемся её щедростью.;;;Wir bewundern ihre Freigebigkeit.;;;Мы восхищаемся её щедростью.;;
Wortfamilie GEBEN Adjektive und Adverbein;;0;null;;;Wortfamilie GEBEN Adjektive und Adverbein;;0
Сданные документы были проверены.;;;Die abgegebenen Unterlagen wurden überprüft.;;;Сданные документы были проверены.;;
Данное обещание должно быть выполнено.;;;Das abgegebene Versprechen muss eingehalten werden.;;;Данное обещание должно быть выполнено.;;
Указанные данные неверны.;;;Die angegebenen Daten stimmen nicht.;;;Указанные данные неверны.;;
Следуйте указанным инструкциям.;;;Folgen Sie den angegebenen Anweisungen.;;;Следуйте указанным инструкциям.;;
Он хвастливый человек.;;;Er ist ein angegebener Mensch.;;;Он хвастливый человек.;;
Она очень хвастлива.;;;Sie ist sehr angegeben.;;;Она очень хвастлива.;;
Отправленное письмо должно прийти завтра.;;;Der aufgegebene Brief sollte morgen ankommen.;;;Отправленное письмо должно прийти завтра.;;
Заброшенный проект был позже возобновлён.;;;Das aufgegebene Projekt wurde später wieder aufgenommen.;;;Заброшенный проект был позже возобновлён.;;
Потраченные деньги нельзя вернуть.;;;Das ausgegabene Geld kann nicht zurückgefordert werden.;;;Потраченные деньги нельзя вернуть.;;
Выданные инструкции были неясны.;;;Die ausgegebenen Anweisungen waren unklar.;;;Выданные инструкции были неясны.;;
Введённые данные были сохранены.;;;Die eingegebenen Daten wurden gespeichert.;;;Введённые данные были сохранены.;;
Введённый пароль неверен.;;;Das eingegebene Passwort ist falsch.;;;Введённый пароль неверен.;;
Это был продуктивный разговор.;;;Es war ein ergiebiges Gespräch.;;;Это был продуктивный разговор.;;
Почва очень плодородна.;;;Der Boden ist sehr ergiebig.;;;Почва очень плодородна.;;
Шахта богата золотом.;;;Die Mine ist ergiebig an Gold.;;;Шахта богата золотом.;;
Мы основательно отпраздновали.;;;Wir haben ausgiebig gefeiert.;;;Мы основательно отпраздновали.;;
После обильного завтрака мы пошли гулять.;;;Nach einem ausgiebigen Frühstück gingen wir spazieren.;;;После обильного завтрака мы пошли гулять.;;
Он основательно исследовал эту тему.;;;Er hat das Thema ausgiebig recherchiert.;;;Он основательно исследовал эту тему.;;
Он очень щедр на деньги.;;;Er ist sehr freigebig mit seinem Geld.;;;Он очень щедр на деньги.;;
Она щедрая хозяйка.;;;Sie ist eine freigebige Gastgeberin.;;;Она щедрая хозяйка.;;
Он был щедр на похвалу.;;;Er war freigebig mit Lob.;;;Он был щедр на похвалу.;;
Она самоотверженно заботится о своих детях.;;;Sie kümmert sich hingebungsvoll um ihre Kinder.;;;Она самоотверженно заботится о своих детях.;;
Он с преданностью работает над своим проектом.;;;Er arbeitet hingebungsvoll an seinem Projekt.;;;Он с преданностью работает над своим проектом.;;
Она самозабвенно играла на пианино.;;;Sie spielte hingebungsvoll Klavier.;;;Она самозабвенно играла на пианино.;;
Он очень уступчив со своими детьми.;;;Er ist sehr nachgiebig mit seinen Kindern.;;;Он очень уступчив со своими детьми.;;
Не будь слишком уступчивым!;;;Sei nicht zu nachgiebig!;;;Не будь слишком уступчивым!;;
Материал мягкий и податливый.;;;Das Material ist weich und nachgiebig.;;;Материал мягкий и податливый.;;
Почва после дождя податливая.;;;Der Boden ist nach dem Regen nachgiebig.;;;Почва после дождя податливая.;;
Окружающие горы восхитительны.;;;Die umgebenden Berge sind wunderschön.;;;Окружающие горы восхитительны.;;
Окружающая природа предлагает много возможностей.;;;Die umgebende Natur bietet viele Möglichkeiten.;;;Окружающая природа предлагает много возможностей.;;
Он тщетно пытался убедить её.;;;Er versuchte vergebens, sie zu überzeugen.;;;Он тщетно пытался убедить её.;;
Все усилия были напрасны.;;;Alle Mühe war vergebens.;;;Все усилия были напрасны.;;
Я напрасно ждал его.;;;Ich habe vergebens auf ihn gewartet.;;;Я напрасно ждал его.;;
Это была тщетная попытка.;;;Es war ein vergeblicher Versuch.;;;Это была тщетная попытка.;;
Его усилия были напрасны.;;;Seine Bemühungen waren vergeblich.;;;Его усилия были напрасны.;;
Она тщетно ждала ответа.;;;Sie wartete vergeblich auf eine Antwort.;;;Она тщетно ждала ответа.;;
Мы должны придерживаться предписанных правил.;;;Wir müssen uns an die vorgegebenen Regeln halten.;;;Мы должны придерживаться предписанных правил.;;
Заданный график слишком напряжённый.;;;Der vorgegebene Zeitplan ist zu eng.;;;Заданный график слишком напряжённый.;;
Заданное направление должно соблюдаться.;;;Die vorgegebene Richtung muss eingehalten werden.;;;Заданное направление должно соблюдаться.;;
Признаюсь, я совершил ошибку.;;;Zugegeben, ich habe einen Fehler gemacht.;;;Признаюсь, я совершил ошибку.;;
Это, признанно, сложная ситуация.;;;Das ist zugegeben eine schwierige Situation.;;;Это, признанно, сложная ситуация.;;
Добавленные специи улучшают вкус.;;;Die zugegebenen Gewürze verbessern den Geschmack.;;;Добавленные специи улучшают вкус.;;
С добавленными средствами результат был улучшен.;;;Mit zugegebenen Mitteln wurde das Ergebnis verbessert.;;;С добавленными средствами результат был улучшен.;;
Wortfamilie GEBEN Aussage;;0;null;;;Wortfamilie GEBEN Aussage;;0
Есть много возможностей.;;;Es gibt viele Möglichkeiten.;;;Есть много возможностей.;;
Здесь есть ресторан?;;;Gibt es hier ein Restaurant?;;;Здесь есть ресторан?;;
Нет ничего нового под солнцем.;;;Es gibt nichts Neues unter der Sonne.;;;Нет ничего нового под солнцем.;;
Я сдаюсь!;;;Ich gebe auf!;;;Я сдаюсь!;;
Никогда не сдавайся!;;;Gib niemals auf!;;;Никогда не сдавайся!;;
Слишком поздно сдаваться.;;;Es ist zu spät, um aufzugeben.;;;Слишком поздно сдаваться.;;
Дай мне знать, когда приедешь.;;;Gib mir Bescheid, wenn du ankommst.;;;Дай мне знать, когда приедешь.;;
Он своевременно сообщил нам.;;;Er hat uns rechtzeitig Bescheid gegeben.;;;Он своевременно сообщил нам.;;
Следи за детьми!;;;Gib auf die Kinder Acht!;;;Следи за детьми!;;
В движении нужно быть очень внимательным.;;;Man muss im Verkehr gut Acht geben.;;;В движении нужно быть очень внимательным.;;
Наконец успокойся!;;;Gib endlich Ruhe!;;;Наконец успокойся!;;
Дети не хотят успокаиваться.;;;Die Kinder wollen keine Ruhe geben.;;;Дети не хотят успокаиваться.;;
Тебе нужно прибавить газу, иначе мы опоздаем.;;;Du musst mehr Gas geben, sonst kommen wir zu spät.;;;Тебе нужно прибавить газу, иначе мы опоздаем.;;
Он прибавил газу и обогнал грузовик.;;;Er gab Gas und überholte den LKW.;;;Он прибавил газу и обогнал грузовик.;;
Можешь дать прикурить?;;;Kannst du mir Feuer geben?;;;Можешь дать прикурить?;;
Солдаты получили приказ открыть огонь.;;;Die Soldaten bekamen den Befehl, Feuer zu geben.;;;Солдаты получили приказ открыть огонь.;;
Я сделал всё возможное.;;;Ich habe mein Bestes gegeben.;;;Я сделал всё возможное.;;
Если ты сделаешь всё возможное, ты сможешь это сделать.;;;Wenn du dein Bestes gibst, kannst du es schaffen.;;;Если ты сделаешь всё возможное, ты сможешь это сделать.;;
После многочасовой борьбы он признал себя побеждённым.;;;Nach stundenlangem Kampf gab er sich geschlagen.;;;После многочасовой борьбы он признал себя побеждённым.;;
Я ещё не признаю себя побеждённым!;;;Ich gebe mich noch nicht geschlagen!;;;Я ещё не признаю себя побеждённым!;;
Он дал мне понять, что не согласен.;;;Er gab mir zu verstehen, dass er nicht einverstanden ist.;;;Он дал мне понять, что не согласен.;;
Она ясно дала мне понять, что не заинтересована.;;;Sie hat mir deutlich zu verstehen gegeben, dass sie kein Interesse hat.;;;Она ясно дала мне понять, что не заинтересована.;;
Я хотел бы заставить задуматься о том, что у нас недостаточно времени.;;;Ich möchte zu bedenken geben, dass wir nicht genug Zeit haben.;;;Я хотел бы заставить задуматься о том, что у нас недостаточно времени.;;
Врач заставил задуматься о том, что операция рискованна.;;;Der Arzt gab zu bedenken, dass die Operation riskant sei.;;;Врач заставил задуматься о том, что операция рискованна.;;
Он винит меня в аварии.;;;Er gibt mir die Schuld an dem Unfall.;;;Он винит меня в аварии.;;
Не вини себя!;;;Gib dir nicht selbst die Schuld!;;;Не вини себя!;;
Она дала понять, что была заинтересована.;;;Sie gab zu erkennen, dass sie interessiert war.;;;Она дала понять, что была заинтересована.;;
Он не дал понять свои намерения.;;;Er hat seine Absichten nicht zu erkennen gegeben.;;;Он не дал понять свои намерения.;;
Я должен признать твою правоту.;;;Ich muss dir Recht geben.;;;Я должен признать твою правоту.;;
Я даю тебе слово.;;;Ich gebe dir mein Wort.;;;Я даю тебе слово.;;
Твой голос имел решающее значение.;;;Deine Stimme hat den Ausschlag gegeben.;;;Твой голос имел решающее значение.;;
В этой группе он задаёт тон.;;;In dieser Gruppe gibt er den Ton an.;;;В этой группе он задаёт тон.;;
Свидетель дал показания, что ничего не видел.;;;Der Zeuge gab zu Protokoll, dass er nichts gesehen hat.;;;Свидетель дал показания, что ничего не видел.;;
Можешь ли ты дать мне честный ответ?;;;Kannst du mir eine ehrliche Antwort geben?;;;Можешь ли ты дать мне честный ответ?;;
Настоящим довожу до вашего сведения, что я увольняюсь.;;;Ich gebe Ihnen hiermit zur Kenntnis, dass ich kündige.;;;Настоящим довожу до вашего сведения, что я увольняюсь.;;
Босс дал мне свободу действий.;;;Der Chef hat mir freie Hand gegeben.;;;Босс дал мне свободу действий.;;
Его поведение давало повод для беспокойства.;;;Sein Verhalten gab Anlass zur Sorge.;;;Его поведение давало повод для беспокойства.;;
Он очень старается с работой.;;;Er gibt sich viel Mühe mit der Arbeit.;;;Он очень старается с работой.;;
После долгого спора он уступил.;;;Nach langem Streit hat er klein beigegeben.;;;После долгого спора он уступил.;;
Можешь дать мне совет?;;;Kannst du mir einen Rat geben?;;;Можешь дать мне совет?;;